7.487549438840050697e-02,6.014537544682039411e-03,2.290797143782411665e-04,4.299276104513995167e-02,-9.030736125780999823e-02,2.487391456298058690e-01,8.359354397432644523e-02,1.333575886797318533e-01
6.570247971232487383e-02,6.340556666133576047e-02,2.122155446372225342e-03,-2.984916469212697560e-03,-3.960431417165953538e-02,5.090710866238257887e-02,-1.718858389106840412e-01,-7.584219993690503869e-02
7.989756001206682612e-02,-3.556113483213756404e-03,-1.336376970619533762e-02,1.887797623038579495e-02,-1.427220022021750793e-02,-4.008962522019298563e-02,-7.573417978682096818e-02,-1.938444897329248962e-01
-5.138371375439182431e-02,7.259939027996017860e-05,-8.788212363791664261e-02,1.645462823933021429e-02,-6.499274804409266304e-02,-1.009849935159229245e-01,2.198900770849954445e-01,1.390736350354410400e-01
2.023295984042808027e-01,8.267627540224459226e-02,-4.168933508949546757e-02,6.452271443875882972e-02,-1.783762487092837301e-01,-5.764796436825053716e-02,6.941707838174995641e-03,1.812490863760895729e-02
1.130256939622184369e-02,2.105497576803898319e-02,2.974483705687045940e-02,1.868316300293689641e-02,-1.110087162854104907e-02,1.864205394411254657e-01,-1.470404192641497831e-03,-6.211468595530030001e-02
-6.646984924141430273e-02,1.479405146577253138e-01,3.487531550773415034e-02,-5.487343386522895716e-02,1.125484425345624762e-01,3.102241384333927557e-02,5.591249388788110952e-02,8.868404221862583037e-02
9.239777457810854910e-02,-2.514504795848662155e-01,8.299821184437224109e-02,3.848138063634951034e-02,-1.217762172668141879e-01,1.115310468559789076e-01,-1.040304876168280795e-01,2.681981393652695389e-01
-1.679125587373099526e-01,-6.801258700918604017e-02,-5.621162782798748425e-02,5.895491234225940826e-03,5.348164337908663246e-02,-9.224366796167703109e-02,-1.124625438821025697e-01,-1.440476260924421215e-01
-1.161431507618114201e-01,1.043641278419440432e-01,-1.370173704852187813e-01,4.513665294355961172e-02,4.618635106426968728e-02,-1.267640718652049692e-01,-1.996313205926708301e-01,6.397921287056081152e-02
-2.575672334598024665e-02,3.446948670498123368e-02,1.532344452621337526e-02,-1.306695868091857331e-02,5.922895564218139293e-03,7.308897904814178059e-02,1.222478453845184665e-01,-3.150474230394712666e-02
-2.372773364033226862e-01,9.719740228912976399e-02,7.034146273484455369e-02,-3.974224241446069894e-03,3.258947800947142870e-02,4.170530809291751739e-02,-1.143809537175544261e-01,-6.274927055272233600e-02
-8.420952611347191918e-02,-1.883397791152783551e-01,1.805437598069291882e-01,-1.134657965276109209e-01,2.824326687468476926e-01,-7.460216827049967470e-02,-1.017346241709729815e-01,-1.296676819624026089e-01
2.226473818675732408e-01,-4.583652706705052676e-02,-8.001403988921761135e-02,-6.267943798549226175e-02,-1.273151799788254344e-02,-2.510820503719376484e-01,3.927446847002283858e-01,-1.164683027078777626e-02
