19.736816,4.359863,-9.128906,-0.931152,12.577148,27.734375,-20.336914,102.978516,Come Here
29.937012,20.759766,16.871094,22.668457,22.177246,29.003906,-24.462891,101.757812,Come Here
29.736816,31.359863,29.271484,19.468750,25.177246,30.029297,-36.157227,100.512695,Come Here
21.537109,22.959961,21.471191,20.668457,13.177246,26.806641,-3.588867,108.300781,Come Here
23.137207,21.959961,15.671387,21.268555,20.777344,17.114258,-21.044922,103.881836,Come Here
23.736816,23.759766,18.071289,20.868652,17.577148,18.676758,-22.241211,101.562500,Come Here
19.937012,19.560059,18.271484,21.268555,19.377441,16.772461,-21.728516,100.585938,Come Here
29.937012,18.359863,6.071289,15.668457,14.577148,9.887695,-24.682617,99.609375,Come Here
17.537109,-1.240234,-17.528809,-11.731445,-10.222656,43.017578,-33.569336,99.169922,Come Here
12.137207,7.959961,2.071289,8.068848,1.377441,38.549805,-23.510742,98.510742,Come Here
-1.263184,6.560059,0.471191,9.268555,5.377441,37.866211,-1.098633,-97.973633,Go Away
-1.062988,4.759766,-2.128906,6.068848,1.377441,21.459961,-7.348633,-94.458008,Go Away
24.137207,4.359863,3.671387,7.468750,2.577148,20.507812,0.366211,-98.706055,Go Away
11.537109,-0.640137,-2.928711,3.668457,0.777344,35.327148,6.347656,-99.243164,Go Away
12.537109,4.160156,0.871094,4.668457,1.777344,22.851562,3.613281,-98.315430,Go Away
14.937012,9.160156,1.071289,8.668457,5.177246,20.483398,-3.344727,-96.264648,Go Away
14.336914,7.959961,2.071289,8.068848,4.977539,28.027344,29.956055,-98.779297,Go Away
21.336914,15.560059,17.471191,20.268555,15.777344,22.485352,-6.445312,-100.610352,Go Away
25.137207,16.160156,8.871094,12.668457,11.777344,21.948242,12.011719,-95.678711,Go Away
22.537109,15.560059,5.671387,15.868652,12.577148,24.218750,5.004883,-100.170898,Go Away
46.937012,53.759766,60.471191,70.068848,48.177246,-3.320312,16.552734,-92.285156,Fist
47.336914,54.359863,57.071289,70.068848,47.777344,2.465820,15.527344,-93.579102,Fist
45.336914,54.359863,58.271484,67.468750,45.577148,-3.344727,9.252930,-95.141602,Fist
41.537109,55.160156,60.071289,68.668457,55.377441,-5.371094,16.430664,-85.888672,Fist
39.336914,53.560059,57.271484,69.868652,46.177246,-1.904297,7.080078,-93.359375,Fist
41.537109,54.959961,55.071289,70.668457,43.777344,-8.398438,1.171875,-91.381836,Fist
38.537109,52.359863,55.071289,65.668457,42.777344,-10.205078,18.115234,-84.960938,Fist
38.137207,52.160156,57.271484,68.468750,43.377441,0.708008,-3.759766,-92.797852,Fist
56.537109,53.560059,50.871094,62.868652,43.377441,0.122070,-7.104492,-94.873047,Fist
49.137207,59.759766,54.471191,66.068848,43.777344,1.123047,9.716797,-90.551758,Fist
-16.263184,-5.839844,0.471191,30.468750,22.977539,-62.768555,-1.269531,-39.770508,Finger Crossed
-24.663086,-5.240234,-14.328613,-93.531250,-75.422852,-59.765625,-16.577148,-48.437500,Finger Crossed
-10.263184,-2.640137,-13.128906,32.468750,33.977539,-29.882812,-42.407227,54.077148,Finger Crossed
-7.462891,-1.640137,-10.528809,30.668457,30.977539,-39.843750,-36.499023,67.065430,Finger Crossed
-7.862793,-3.640137,-5.928711,31.468750,32.977539,-40.405273,-38.159180,66.601562,Finger Crossed
-31.263184,-11.240234,-15.328613,-97.931152,-83.622559,-61.865234,-11.499023,-45.703125,Finger Crossed
-25.862793,-16.439941,-3.528809,-22.931152,-50.422852,3.344727,-1.123047,-90.551758,Finger Crossed
-13.062988,-2.640137,-5.528809,43.868652,42.577148,-9.570312,6.982422,-89.965820,Finger Crossed
-10.462891,-2.240234,-6.728516,41.668457,40.377441,-12.011719,-6.030273,-86.328125,Finger Crossed
-32.462891,26.359863,37.071289,25.268555,13.977539,25.317383,-88.793945,-22.631836,Cash
-29.862793,27.959961,36.671387,23.868652,14.177246,26.464844,-98.413086,-26.440430,Cash
-26.263184,23.759766,32.471191,29.868652,9.177246,21.484375,-88.549805,-24.536133,Cash
-28.263184,20.959961,32.271484,22.668457,10.777344,32.348633,-104.394531,-13.330078,Cash
-29.663086,23.560059,34.871094,24.068848,15.377441,31.152344,-97.314453,-7.104492,Cash
-25.462891,25.759766,46.471191,32.868652,17.777344,30.224609,-97.094727,-14.013672,Cash
-25.663086,23.359863,44.471191,30.868652,17.177246,30.053711,-98.266602,-14.770508,Cash
-27.862793,27.759766,43.271484,27.668457,16.177246,27.832031,-93.896484,-11.743164,Cash
-27.862793,23.959961,44.471191,27.868652,15.577148,29.956055,-102.929688,-10.424805,Cash
-25.862793,25.759766,44.271484,31.068848,17.377441,25.805664,-97.534180,-12.109375,Cash
-3.663086,-45.839844,60.271484,59.868652,41.977539,-54.711914,-34.765625,44.335938,One
-3.862793,-44.839844,59.671387,59.868652,37.577148,-60.278320,-31.469727,42.944336,One
-4.663086,-43.640137,59.271484,54.068848,30.777344,-50.122070,-31.811523,44.555664,One
